# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1K of event 'cycles:P'
# Event count (approx.): 5030567402
#
# Overhead  Command       Shared Object     Symbol                                                                                                                                                                                                                 
# ........  ............  ................  .......................................................................................................................................................................................................................
#
     8.85%  frankenredis  frankenredis      [.] fr_store::canonical_string_value
            |          
            |--2.92%--<fr_store::Store>::drop_if_expired
            |          
             --2.06%--__memcmp_avx2_movbe

     8.02%  frankenredis  frankenredis      [.] <fr_store::Store>::set_plain_borrowed
            |          
            |--2.42%--<fr_store::Store>::drop_if_expired
            |          
             --2.11%--__memcmp_avx2_movbe

     0.08%  frankenredis  [unknown]         [k] 0xffffffff851a2ab6
     0.08%  frankenredis  [unknown]         [k] 0xffffffff854523ea
     0.08%  frankenredis  [unknown]         [k] 0xffffffff85137510
     0.08%  frankenredis  [unknown]         [k] 0xffffffff85ffba32
     0.08%  frankenredis  [unknown]         [k] 0xffffffff851374f4
     0.08%  frankenredis  [unknown]         [k] 0xffffffff862095cb
     0.08%  frankenredis  [unknown]         [k] 0xffffffff85f02a11
     0.08%  frankenredis  [unknown]         [k] 0xffffffff86010f89
     0.08%  frankenredis  [unknown]         [k] 0xffffffff84f24d8f
     0.08%  frankenredis  [unknown]         [k] 0xffffffff85f270bc
     0.08%  frankenredis  frankenredis      [.] <frankenredis::ClientConnection>::try_flush
     0.08%  frankenredis  [unknown]         [k] 0xffffffff85021f59
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8603f912
     0.08%  frankenredis  [unknown]         [k] 0xffffffffc0feb00e
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8604c54c
     0.08%  frankenredis  [unknown]         [k] 0xffffffff86229b48
     0.08%  frankenredis  [unknown]         [k] 0xffffffff86011269
     0.08%  frankenredis  [unknown]         [k] 0xffffffff86054256
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8600a17b
     0.08%  frankenredis  [unknown]         [k] 0xffffffffc0fba736
     0.08%  frankenredis  [unknown]         [k] 0xffffffff854fe4fa
     0.08%  frankenredis  [unknown]         [k] 0xffffffffc0fddc92
     0.08%  frankenredis  [unknown]         [k] 0xffffffff85087e70
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8623a3c7
     0.08%  frankenredis  [unknown]         [k] 0xffffffff850cd8b2
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8603ac99
     0.08%  frankenredis  [unknown]         [k] 0xffffffff85f606e5
     0.08%  frankenredis  frankenredis      [.] <fr_store::Store>::record_ops_sec_sample
     0.08%  frankenredis  [unknown]         [k] 0xffffffff86044d60
     0.08%  frankenredis  [unknown]         [k] 0xffffffff851a2279
     0.08%  frankenredis  [unknown]         [k] 0xffffffff86034778
     0.08%  frankenredis  [unknown]         [k] 0xffffffff86024ae6
     0.08%  frankenredis  [unknown]         [k] 0xffffffff85021aed
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8623a4cd
     0.08%  frankenredis  [unknown]         [k] 0xffffffff86054a35
     0.08%  frankenredis  [unknown]         [k] 0xffffffffc0fb0891
     0.08%  frankenredis  [unknown]         [k] 0xffffffff850b6849
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8604ce8e
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8620de5b
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8600a739
     0.08%  frankenredis  [unknown]         [k] 0xffffffff85f2b561
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8546fc3b
     0.08%  frankenredis  [unknown]         [k] 0xffffffff851629fe
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8548f9c5
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8623a445
     0.08%  frankenredis  [unknown]         [k] 0xffffffff85f2e010
     0.08%  frankenredis  [unknown]         [k] 0xffffffffc0f92247
     0.08%  frankenredis  [vdso]            [.] 0x0000000000000994
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8620981f
     0.08%  frankenredis  [unknown]         [k] 0xffffffff851a298a
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8519f426
     0.08%  frankenredis  [unknown]         [k] 0xffffffffc0816fcb
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8506c8cc
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8623a4ce
     0.08%  frankenredis  [unknown]         [k] 0xffffffffc0f92082
     0.08%  frankenredis  [unknown]         [k] 0xffffffff85f0cb5e
     0.08%  frankenredis  [unknown]         [k] 0xffffffff86034507
     0.08%  frankenredis  [unknown]         [k] 0xffffffff85d0740b
     0.08%  frankenredis  [unknown]         [k] 0xffffffff86034666
     0.08%  frankenredis  [unknown]         [k] 0xffffffff85089c35
     0.08%  frankenredis  [unknown]         [k] 0xffffffff85f2ef67
     0.08%  frankenredis  [unknown]         [k] 0xffffffff85124bd0
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8545990b
     0.08%  frankenredis  [unknown]         [k] 0xffffffff851965d0
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8604cc83
     0.08%  frankenredis  [unknown]         [k] 0xffffffff860248eb
     0.08%  frankenredis  [unknown]         [k] 0xffffffff85f38e4a
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8603684e
     0.08%  frankenredis  [unknown]         [k] 0xffffffff86011b28
     0.08%  frankenredis  [unknown]         [k] 0xffffffff86009f06
     0.08%  frankenredis  [unknown]         [k] 0xffffffff85efbe0b
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8603f799
     0.08%  frankenredis  [unknown]         [k] 0xffffffffc0fdde77
     0.08%  frankenredis  [unknown]         [k] 0xffffffffc0817613
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8603468c
     0.08%  frankenredis  frankenredis      [.] <std::sys::fs::unix::File>::open_c
     0.08%  frankenredis  [unknown]         [k] 0xffffffffc0fd766f
     0.08%  frankenredis  [unknown]         [k] 0xffffffff851a21f0
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8519f409
     0.08%  frankenredis  [unknown]         [k] 0xffffffff86011c1d
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8620ac07
     0.08%  frankenredis  [unknown]         [k] 0xffffffff85ef6dee
     0.08%  frankenredis  [vdso]            [.] 0x0000000000000976
     0.08%  frankenredis  [unknown]         [k] 0xffffffff85d073da
     0.08%  frankenredis  [unknown]         [k] 0xffffffff85f053a1
     0.08%  frankenredis  [unknown]         [k] 0xffffffffc0fee6e6
     0.08%  frankenredis  [unknown]         [k] 0xffffffff86011305
     0.08%  frankenredis  [unknown]         [k] 0xffffffff84fef585
     0.08%  frankenredis  [unknown]         [k] 0xffffffff85f2df5c
     0.08%  frankenredis  [unknown]         [k] 0xffffffff850cd884
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8508e9a0
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8623a426
     0.08%  frankenredis  [unknown]         [k] 0xffffffff85838f12
     0.08%  frankenredis  [unknown]         [k] 0xffffffff851a0530
     0.08%  frankenredis  [unknown]         [k] 0xffffffff85071606
     0.08%  frankenredis  [unknown]         [k] 0xffffffffc08551dd
     0.08%  frankenredis  [unknown]         [k] 0xffffffff84fef5b2
     0.08%  frankenredis  [unknown]         [k] 0xffffffffc0816f6c
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8620cff5
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8600dd5f
     0.08%  frankenredis  [unknown]         [k] 0xffffffff84c0012b
     0.08%  frankenredis  [unknown]         [k] 0xffffffff860114e2
     0.08%  frankenredis  [unknown]         [k] 0xffffffffc0f925b4
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8513745c
     0.08%  frankenredis  [unknown]         [k] 0xffffffffc13da347
     0.08%  frankenredis  [unknown]         [k] 0xffffffff85eef8ec
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8602b0e6
     0.08%  frankenredis  [unknown]         [k] 0xffffffff85f0db09
     0.08%  frankenredis  [unknown]         [k] 0xffffffff851374e4
     0.08%  frankenredis  [unknown]         [k] 0xffffffff86010f3a
     0.08%  frankenredis  [unknown]         [k] 0xffffffff86022c03
     0.08%  frankenredis  [unknown]         [k] 0xffffffff85f2df74
     0.08%  frankenredis  [unknown]         [k] 0xffffffff85f05382
     0.08%  frankenredis  [unknown]         [k] 0xffffffffc0817606
     0.08%  frankenredis  [unknown]         [k] 0xffffffff860239c5
     0.08%  frankenredis  frankenredis      [.] <alloc::collections::btree::map::BTreeMap<u64, fr_runtime::ClientSession>>::insert
     0.08%  frankenredis  [unknown]         [k] 0xffffffff86036df8
     0.08%  frankenredis  [unknown]         [k] 0xffffffffc0f926ad
     0.08%  frankenredis  [unknown]         [k] 0xffffffffc0fe8dd0
     0.08%  frankenredis  [unknown]         [k] 0xffffffff84c000b5
     0.08%  frankenredis  [unknown]         [k] 0xffffffff854fe33d
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8546fdec
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8507e654
     0.08%  frankenredis  [unknown]         [k] 0xffffffffc0fdcfa3
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8603fca2
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8603ad9d
     0.08%  frankenredis  [unknown]         [k] 0xffffffffc0fdd242
     0.08%  frankenredis  [unknown]         [k] 0xffffffff85131a40
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8621f966
     0.08%  frankenredis  [unknown]         [k] 0xffffffff850a7905
     0.08%  frankenredis  [unknown]         [k] 0xffffffff86034711
     0.08%  frankenredis  [unknown]         [k] 0xffffffff85f9f673
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8546fc21
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8603424b
     0.08%  frankenredis  [unknown]         [k] 0xffffffffc0ffd77a
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8623a3b5
     0.08%  frankenredis  [unknown]         [k] 0xffffffff86022f37
     0.08%  frankenredis  [unknown]         [k] 0xffffffff85087e98
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8546fb81
     0.08%  frankenredis  [unknown]         [k] 0xffffffff86023686
     0.08%  frankenredis  [unknown]         [k] 0xffffffff85f270b6
     0.08%  frankenredis  [unknown]         [k] 0xffffffff85f0cd7e
     0.08%  frankenredis  [unknown]         [k] 0xffffffffc0fb088a
     0.08%  frankenredis  [unknown]         [k] 0xffffffff85eefc98
     0.08%  frankenredis  [unknown]         [k] 0xffffffff8572a71b
     0.08%  frankenredis  [unknown]         [k] 0xffffffffc0fde292
     0.07%  frankenredis  [unknown]         [k] 0xffffffff853f1306
     0.07%  frankenredis  [unknown]         [k] 0xffffffff8507c765
     0.07%  frankenredis  [unknown]         [k] 0xffffffffc0f92580
     0.07%  frankenredis  [unknown]         [k] 0xffffffff86073379
     0.07%  frankenredis  [unknown]         [k] 0xffffffff85f0cb72
     0.07%  frankenredis  frankenredis      [.] <hashbrown::raw::RawTable<(alloc::vec::Vec<u8>, fr_store::Entry)>>::reserve_rehash::<hashbrown::map::make_hasher<alloc::vec::Vec<u8>, fr_store::Entry, foldhash::quality::RandomState>::{closure#0}>
     0.07%  frankenredis  [unknown]         [k] 0xffffffff85524954
     0.07%  frankenredis  [unknown]         [k] 0xffffffff8602c5b7
     0.07%  frankenredis  [unknown]         [k] 0xffffffff85136da6
     0.07%  frankenredis  [unknown]         [k] 0xffffffff86027636
     0.07%  frankenredis  [unknown]         [k] 0xffffffff850790a6
     0.07%  frankenredis  [unknown]         [k] 0xffffffff86036e6d
     0.07%  frankenredis  [unknown]         [k] 0xffffffff860110d6
     0.07%  frankenredis  [unknown]         [k] 0xffffffff86034254
     0.07%  frankenredis  [unknown]         [k] 0xffffffff8507e72a
     0.07%  frankenredis  [unknown]         [k] 0xffffffff8508757a
     0.07%  frankenredis  [unknown]         [k] 0xffffffff850a7813
     0.07%  frankenredis  [unknown]         [k] 0xffffffff8623a6a7
     0.07%  frankenredis  [unknown]         [k] 0xffffffff8506c7b1
     0.07%  frankenredis  [unknown]         [k] 0xffffffffc0fbd2ae
     0.07%  frankenredis  frankenredis      [.] <fr_runtime::Runtime>::replica_sync_target
     0.07%  frankenredis  [unknown]         [k] 0xffffffff8603f6c9
     0.07%  frankenredis  [unknown]         [k] 0xffffffff84fef5b3
     0.07%  frankenredis  [unknown]         [k] 0xffffffff860470f6
     0.07%  frankenredis  [unknown]         [k] 0xffffffff860274f8
     0.07%  frankenredis  [unknown]         [k] 0xffffffffc0feb030
     0.07%  frankenredis  [unknown]         [k] 0xffffffffc0ffd776
     0.07%  frankenredis  [unknown]         [k] 0xffffffff8507e5d4
     0.07%  frankenredis  [unknown]         [k] 0xffffffff850a7840
     0.07%  frankenredis  [unknown]         [k] 0xffffffff85eff3d2
     0.07%  frankenredis  [unknown]         [k] 0xffffffff86220569
     0.07%  frankenredis  [unknown]         [k] 0xffffffffc0fddc98
     0.07%  frankenredis  [unknown]         [k] 0xffffffffc0fd3cf9
     0.07%  frankenredis  [unknown]         [k] 0xffffffff8623a4d0
     0.07%  frankenredis  [unknown]         [k] 0xffffffff86011b35
     0.07%  frankenredis  [unknown]         [k] 0xffffffff8602762b
     0.07%  frankenredis  [unknown]         [k] 0xffffffff8600a176
     0.07%  frankenredis  [unknown]         [k] 0xffffffff85eefb27
     0.07%  frankenredis  [unknown]         [k] 0xffffffff85104b20
     0.07%  frankenredis  [unknown]         [k] 0xffffffff853ec90f
     0.07%  frankenredis  [unknown]         [k] 0xffffffffc0fd7568
     0.07%  frankenredis  [unknown]         [k] 0xffffffff8546fd35
     0.07%  frankenredis  [unknown]         [k] 0xffffffff86048cbc
     0.07%  frankenredis  [unknown]         [k] 0xffffffff85072435
     0.07%  frankenredis  [unknown]         [k] 0xffffffff8602c5b5
     0.07%  frankenredis  frankenredis      [.] mi_page_free_list_extend
     0.07%  frankenredis  [unknown]         [k] 0xffffffff8508148f
     0.07%  frankenredis  [unknown]         [k] 0xffffffff8513757f
     0.07%  frankenredis  [unknown]         [k] 0xffffffff850888cb
     0.07%  frankenredis  [unknown]         [k] 0xffffffff85f02565
     0.07%  frankenredis  [unknown]         [k] 0xffffffff85456d9e
     0.07%  frankenredis  [unknown]         [k] 0xffffffff86059701
     0.07%  frankenredis  [unknown]         [k] 0xffffffff85f606e6
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8508129a
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8623a6aa
     0.06%  frankenredis  [unknown]         [k] 0xffffffff854fe8f7
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85133c06
     0.06%  frankenredis  [unknown]         [k] 0xffffffff84fc6200
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85efbbf9
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8600a812
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85124af8
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85ef3fb8
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8601196e
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85f0daf6
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85f2ae3b
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8508899e
     0.06%  frankenredis  [unknown]         [k] 0xffffffff851965ed
     0.06%  frankenredis  [unknown]         [k] 0xffffffff851a2b65
     0.06%  frankenredis  [unknown]         [k] 0xffffffff84f8c355
     0.06%  frankenredis  [unknown]         [k] 0xffffffffc0feaeb0
     0.06%  frankenredis  [unknown]         [k] 0xffffffff860248c6
     0.06%  frankenredis  [unknown]         [k] 0xffffffff86034686
     0.06%  frankenredis  [unknown]         [k] 0xffffffff84f88cbd
     0.06%  frankenredis  [unknown]         [k] 0xffffffffc0fd3601
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8603d72f
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8571257e
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85081608
     0.06%  frankenredis  [unknown]         [k] 0xffffffffc0f92385
     0.06%  frankenredis  [unknown]         [k] 0xffffffff850b2dad
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85efbc48
     0.06%  frankenredis  [unknown]         [k] 0xffffffff856a20bf
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85f2c9ac
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8620fef0
     0.06%  frankenredis  [unknown]         [k] 0xffffffff86220708
     0.06%  frankenredis  [unknown]         [k] 0xffffffff850874ce
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8602ef5b
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85922ae6
     0.06%  frankenredis  [unknown]         [k] 0xffffffffc08175b4
     0.06%  frankenredis  [unknown]         [k] 0xffffffff86046ff7
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8623a4b0
     0.06%  frankenredis  [unknown]         [k] 0xffffffff86011279
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85f606e9
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8519f77b
     0.05%  frankenredis  [unknown]         [k] 0xffffffff853442a5
     0.05%  frankenredis  [unknown]         [k] 0xffffffff850cd89b
     0.05%  frankenredis  [unknown]         [k] 0xffffffffc0fd7305
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8603d66c
     0.05%  frankenredis  [unknown]         [k] 0xffffffff850c2915
     0.05%  frankenredis  [unknown]         [k] 0xffffffff84f2390f
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86220589
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85124ada
     0.05%  frankenredis  frankenredis      [.] <core::str::pattern::CharSearcher as core::str::pattern::Searcher>::next_match
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85f02895
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a2900
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a2a3c
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85139e60
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8603d422
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8507a8be
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8555c53a
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8541aa12
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85922a95
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85ef4076
     0.05%  frankenredis  [unknown]         [k] 0xffffffff862378bf
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86034b0a
     0.05%  frankenredis  frankenredis      [.] fr_store::read_rss_bytes
     0.05%  frankenredis  [unknown]         [k] 0xffffffff853f122b
     0.05%  frankenredis  [unknown]         [k] 0xffffffff84c0014d
     0.04%  frankenredis  [unknown]         [k] 0xffffffff86036e97
     0.04%  frankenredis  [unknown]         [k] 0xffffffff86047643
     0.04%  frankenredis  [unknown]         [k] 0xffffffff8602f47d
     0.04%  frankenredis  [unknown]         [k] 0xffffffff8603b497
     0.04%  frankenredis  [unknown]         [k] 0xffffffff85452a69
     0.04%  frankenredis  [unknown]         [k] 0xffffffff8508756e
     0.04%  frankenredis  [unknown]         [k] 0xffffffff86035e4f
     0.04%  frankenredis  [unknown]         [k] 0xffffffff850817f6
     0.04%  frankenredis  [unknown]         [k] 0xffffffffc0f92197
     0.04%  frankenredis  [unknown]         [k] 0xffffffff8620ff37
     0.04%  frankenredis  [unknown]         [k] 0xffffffff860222e6
     0.04%  frankenredis  [unknown]         [k] 0xffffffff8603fc86
     0.03%  frankenredis  frankenredis      [.] mi_find_page
     0.03%  frankenredis  [unknown]         [k] 0xffffffff8507b549
     0.03%  frankenredis  [unknown]         [k] 0xffffffff85f0050b
     0.03%  frankenredis  [unknown]         [k] 0xffffffff84feb948
     0.03%  frankenredis  [unknown]         [k] 0xffffffffc0816c79
     0.03%  frankenredis  [unknown]         [k] 0xffffffff850a780d
     0.03%  frankenredis  [unknown]         [k] 0xffffffff85137761
     0.03%  frankenredis  [unknown]         [k] 0xffffffff854c05cc
     0.02%  frankenredis  [unknown]         [k] 0xffffffff85f2ad81
     0.02%  frankenredis  frankenredis      [.] <fr_runtime::ClientSession as core::clone::Clone>::clone
     0.02%  frankenredis  [unknown]         [k] 0xffffffff8507a63f
     0.02%  frankenredis  [unknown]         [k] 0xffffffff85080faf
     0.02%  frankenredis  [unknown]         [k] 0xffffffff85086b31
     0.02%  frankenredis  [unknown]         [k] 0xffffffff8507dee4
     0.02%  frankenredis  frankenredis      [.] <alloc::collections::btree::map::BTreeMap<alloc::vec::Vec<u8>, alloc::collections::btree::set_val::SetValZST>>::insert
     0.02%  frankenredis  frankenredis      [.] <fr_runtime::Runtime>::flush_aof_to_disk
     0.02%  frankenredis  [unknown]         [k] 0xffffffff85f606e0
     0.02%  frankenredis  frankenredis      [.] <core::iter::adapters::copied::Copied<core::iter::adapters::filter::Filter<std::collections::hash::set::Iter<mio::token::Token>, frankenredis::main::{closure#0}>> as core::iter::traits::iterator::Iterator>::next
     0.01%  frankenredis  frankenredis      [.] <fr_runtime::Runtime>::check_child_processes
     0.01%  frankenredis  [unknown]         [k] 0xffffffff8620c85e
     0.01%  frankenredis  [unknown]         [k] 0xffffffff85ef6b01
     0.01%  frankenredis  [unknown]         [k] 0xffffffff854feb78
     0.01%  frankenredis  [unknown]         [k] 0xffffffff850868f9
     0.01%  frankenredis  frankenredis      [.] <fr_runtime::Runtime>::clear_ready_keys
     0.01%  frankenredis  [unknown]         [k] 0xffffffff8507e418
     0.01%  frankenredis  [unknown]         [k] 0xffffffff8555d57f
     0.01%  frankenredis  [unknown]         [k] 0xffffffff8600dcd4
     0.01%  frankenredis  [unknown]         [k] 0xffffffff853f13d9
     0.01%  frankenredis  [unknown]         [k] 0xffffffff85326b15
     0.01%  frankenredis  [unknown]         [k] 0xffffffff8603a3d6
     0.01%  frankenredis  [unknown]         [k] 0xffffffff8620c850
     0.01%  frankenredis  [unknown]         [k] 0xffffffff850884f5
     0.01%  frankenredis  [unknown]         [k] 0xffffffff850c9e05
     0.01%  frankenredis  [unknown]         [k] 0xffffffff84c01192
     0.01%  frankenredis  [unknown]         [k] 0xffffffff85089ada
     0.01%  frankenredis  [unknown]         [k] 0xffffffff86025ce6
     0.01%  frankenredis  [unknown]         [k] 0xffffffff86214de9
     0.01%  frankenredis  frankenredis      [.] mi_theap_malloc_zero_aligned_at_generic
     0.01%  frankenredis  [unknown]         [k] 0xffffffffc0fdd07b
     0.01%  frankenredis  [unknown]         [k] 0xffffffff850c03b3
     0.01%  frankenredis  [unknown]         [k] 0xffffffff851a0591
     0.01%  frankenredis  [unknown]         [k] 0xffffffff8623a546
     0.01%  frankenredis  [unknown]         [k] 0xffffffff8604c8b3
     0.01%  frankenredis  [unknown]         [k] 0xffffffff85326407
     0.01%  frankenredis  [unknown]         [k] 0xffffffff8513d752
     0.01%  frankenredis  [unknown]         [k] 0xffffffff8620e1d9
     0.01%  frankenredis  [unknown]         [k] 0xffffffff8620e310
     0.01%  frankenredis  [unknown]         [k] 0xffffffff86220694
     0.01%  frankenredis  [vdso]            [.] 0x0000000000000934
     0.01%  frankenredis  [unknown]         [k] 0xffffffff850a7821
     0.01%  frankenredis  [unknown]         [k] 0xffffffff85088a11
     0.01%  frankenredis  frankenredis      [.] <std::time::Instant>::elapsed
     0.01%  frankenredis  [unknown]         [k] 0xffffffff850a7947
     0.01%  frankenredis  [unknown]         [k] 0xffffffff85387e04
     0.01%  frankenredis  [unknown]         [k] 0xffffffff8530a993
     0.01%  frankenredis  [unknown]         [k] 0xffffffff8603d597
     0.01%  frankenredis  [unknown]         [k] 0xffffffff8506dba8
     0.00%  frankenredis  [unknown]         [k] 0xffffffff85089239
     0.00%  frankenredis  [unknown]         [k] 0xffffffff85137479
     0.00%  frankenredis  [unknown]         [k] 0xffffffff8592b694
     0.00%  frankenredis  [unknown]         [k] 0xffffffffc0f92021
     0.00%  frankenredis  [unknown]         [k] 0xffffffff850219c0
     0.00%  frankenredis  [unknown]         [k] 0xffffffff8508890e
     0.00%  frankenredis  [unknown]         [k] 0xffffffff8508d430
     0.00%  frankenredis  [unknown]         [k] 0xffffffff850889ed
     0.00%  frankenredis  [unknown]         [k] 0xffffffff85ef6ac9
     0.00%  frankenredis  [unknown]         [k] 0xffffffff85388478
     0.00%  frankenredis  [unknown]         [k] 0xffffffff8530d2c3
     0.00%  frankenredis  [unknown]         [k] 0xffffffff854bfcbf
     0.00%  frankenredis  [unknown]         [k] 0xffffffff854fe9bb
     0.00%  frankenredis  [unknown]         [k] 0xffffffff857c02a6
     0.00%  frankenredis  [unknown]         [k] 0xffffffff851a0013
     0.00%  frankenredis  [unknown]         [k] 0xffffffff8519f2c0
     0.00%  frankenredis  [unknown]         [k] 0xffffffff8623b8c0
     0.00%  frankenredis  [unknown]         [k] 0xffffffff85081946
     0.00%  frankenredis  [unknown]         [k] 0xffffffff84c01248
     0.00%  frankenredis  frankenredis      [.] <fr_runtime::Runtime>::run_active_expire_cycle
     0.00%  frankenredis  [unknown]         [k] 0xffffffff850a94b5
     0.00%  frankenredis  [vdso]            [.] 0x00000000000009eb
     0.00%  frankenredis  libc.so.6         [.] __GI___libc_open
     0.00%  frankenredis  [unknown]         [k] 0xffffffff85124c42
     0.00%  frankenredis  [unknown]         [k] 0xffffffff8506b57f
     0.00%  frankenredis  [unknown]         [k] 0xffffffff8506d6df
     0.00%  frankenredis  [unknown]         [k] 0xffffffff854f08a8
     0.00%  frankenredis  [unknown]         [k] 0xffffffff854feb65
     0.00%  frankenredis  [unknown]         [k] 0xffffffff85740e3a
     0.00%  frankenredis  [unknown]         [k] 0xffffffff850bc5ac
     0.00%  frankenredis  [unknown]         [k] 0xffffffff8513cee9
     0.00%  frankenredis  [unknown]         [k] 0xffffffff84f88b20
     0.00%  frankenredis  [unknown]         [k] 0xffffffff854feb81
     0.00%  frankenredis  [unknown]         [k] 0xffffffff8508852b
     0.00%  frankenredis  [unknown]         [k] 0xffffffff8507b547
     0.00%  frankenredis  [unknown]         [k] 0xffffffff84c0188e
     0.00%  frankenredis  [unknown]         [k] 0xffffffff85312e7b
     0.00%  frankenredis  [unknown]         [k] 0xffffffff8530d2bc
     0.00%  frankenredis  [unknown]         [k] 0xffffffff84c0185b
     0.00%  frankenredis  [unknown]         [k] 0xffffffff86227da0
     0.00%  frankenredis  [unknown]         [k] 0xffffffff8622f947
     0.00%  frankenredis  [unknown]         [k] 0xffffffff84c01884
     0.00%  frankenredis  [unknown]         [k] 0xffffffff851a2b20
     0.00%  frankenredis  [unknown]         [k] 0xffffffff852ff1f0
     0.00%  frankenredis  [unknown]         [k] 0xffffffff84fdedcb
     0.00%  frankenredis  [unknown]         [k] 0xffffffff85162349
     0.00%  frankenredis  [unknown]         [k] 0xffffffff8530d280
     0.00%  frankenredis  [unknown]         [k] 0xffffffff862249c8
     0.00%  frankenredis  [unknown]         [k] 0xffffffff8530d285
     0.00%  frankenredis  [unknown]         [k] 0xffffffff8510dc1b
     0.00%  perf-exec     [unknown]         [k] 0xffffffff84f31fb5
     0.00%  frankenredis  [unknown]         [k] 0xffffffff85326435
     0.00%  frankenredis  [unknown]         [k] 0xffffffff862287db
     0.00%  frankenredis  [unknown]         [k] 0xffffffff8530d286
     0.00%  frankenredis  [unknown]         [k] 0xffffffff852fe66f
     0.00%  frankenredis  [unknown]         [k] 0xffffffff8506f979
     0.00%  frankenredis  [unknown]         [k] 0xffffffff8621c6a1
     0.00%  frankenredis  [unknown]         [k] 0xffffffff85124076
     0.00%  frankenredis  [unknown]         [k] 0xffffffff85162285
     0.00%  frankenredis  [unknown]         [k] 0xffffffff85305819
     0.00%  frankenredis  [unknown]         [k] 0xffffffff84ff1458
     0.00%  frankenredis  [unknown]         [k] 0xffffffff85300d96
     0.00%  frankenredis  [unknown]         [k] 0xffffffff853267f7
