% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ------------------
 67.29    1.337338          47     28182         1 epoll_wait
 11.51    0.228854           7     31250           sendto
  8.21    0.163209           7     22521           read
  4.88    0.097084           3     31300           recvfrom
  3.97    0.078932           2     31401           epoll_ctl
  2.24    0.044613          15      2819           openat
  0.96    0.019036           6      2871           close
  0.80    0.015832           5      2814           statx
  0.03    0.000649           6       100        50 shutdown
  0.03    0.000507           9        54         4 accept4
  0.02    0.000434         434         1           execve
  0.01    0.000275          12        22           mmap
  0.01    0.000240           4        51           setsockopt
  0.00    0.000077          12         6           mprotect
  0.00    0.000076          15         5           write
  0.00    0.000044          22         2           lseek
  0.00    0.000031          15         2           open
  0.00    0.000030           6         5           rt_sigaction
  0.00    0.000026           8         3           prctl
  0.00    0.000022           4         5           fstat
  0.00    0.000019           4         4           getpid
  0.00    0.000018          18         1           socket
  0.00    0.000016           8         2           rt_sigprocmask
  0.00    0.000015           5         3           getrandom
  0.00    0.000014           4         3           brk
  0.00    0.000014          14         1           bind
  0.00    0.000013          13         1           munmap
  0.00    0.000012          12         1           sysinfo
  0.00    0.000012           6         2           sigaltstack
  0.00    0.000009           9         1           epoll_create1
  0.00    0.000009           4         2           prlimit64
  0.00    0.000008           4         2           pread64
  0.00    0.000008           8         1         1 access
  0.00    0.000008           0        24           madvise
  0.00    0.000007           7         1           listen
  0.00    0.000007           7         1           sched_getaffinity
  0.00    0.000005           5         1           gettid
  0.00    0.000005           5         1           set_robust_list
  0.00    0.000004           4         1           poll
  0.00    0.000004           4         1           arch_prctl
  0.00    0.000004           4         1           set_tid_address
  0.00    0.000004           4         1           rseq
------ ----------- ----------- --------- --------- ------------------
100.00    1.987524          12    153470        56 total
