# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 2K of event 'cycles:P'
# Event count (approx.): 16266256465
#
# Overhead  Command       Shared Object     Symbol
# ........  ............  ................  ......................................................................................................................................................................................................
#
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85139e65
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff84f23441
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8603c93c
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8603d37f
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85080faf
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8620a0fb
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8600a2a1
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff84f23488
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8602eb93
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffffc0fee6e0
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8602f698
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff86209822
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85729239
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85500778
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffffc0fbd2ae
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85088cc4
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85ffba13
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffffc0ffd400
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff850c03ab
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff851a2abd
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8602f64a
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85712179
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85eec275
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8603d49a
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85f2b8bf
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85f0cc86
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffffc081712f
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8513ae70
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8502107a
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85838f04
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8623b8a0
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85081616
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff86036cec
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff850b6913
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85079102
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff86036625
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffffc08551a5
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85087e59
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8600a875
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8623a4bc
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8507db7c
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85196609
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8622f95d
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffffc0fd74d8
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8602f47d
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffffc0fd770b
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8569b666
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8545990b
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff84f8c356
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8519f4a8
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8621f930
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8506f941
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85083508
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8603b485
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff860118c6
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff86048cb9
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8515c7e5
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8602f9c0
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8546fe20
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8546fe42
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff857121d9
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8510b301
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff86036595
     0.06%  frankenredis  [unknown]         [k] 0xffffffff854afef9
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff853f14e7
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85838e80
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85453c36
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8603b501
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8602f79a
     0.06%  fr-writer-1   libc.so.6         [.] __GI___libc_write
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff86039f46
     0.06%  frankenredis  [unknown]         [k] 0xffffffff854fe301
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff850b6b7b
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85f2b61f
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8623a35b
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8604cf4d
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85124a3c
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85eefcb7
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85021ab5
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff84c00005
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8506db96
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8507b554
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff86010b54
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff86011dd8
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8604c4ed
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8603f936
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8532679a
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8508a8a9
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8604cf73
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8603fc74
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff850871ca
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85124c1e
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85f0c73a
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8507e5df
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff850b8f26
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8569f849
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86011a59
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86034258
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86020381
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0feafef
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8572a63d
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8602ef55
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85eef899
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8603ad9d
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86036ded
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8510f1d5
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc08176e8
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85088995
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86017d54
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff84c00005
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85137760
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff851965ed
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc13da476
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff850a77ef
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8506dbb5
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85459915
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85454daf
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85087573
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8603b4bb
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85f2ca45
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85162a07
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8603476a
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff851a2b6f
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8507b594
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85f2b714
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86011920
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0f920fa
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff860239fb
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff84f2e5cf
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff850a782a
     0.05%  frankenredis  [vdso]            [.] 0x0000000000000a10
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86010bdf
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8623a509
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85f606e9
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85459913
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85f2e026
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff860393ff
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff854ffa95
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85eef8dd
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff850b6806
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8572a63d
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86025c42
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0fd3d0a
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85ef7ed3
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8519660e
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85f028dd
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86220551
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff84f2e570
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff853f14ec
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0fb2125
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff84f233a2
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86039f9e
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8602f2a5
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85088033
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8519f421
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8546fb84
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8546fc35
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff853267cb
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0feaf03
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85086b70
     0.05%  frankenredis  [vdso]            [.] 0x00000000000009aa
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85ef7d7c
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85ef6ae0
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0fd7176
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0feb030
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8546fb9e
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85f2e226
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8603a502
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86023dc3
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8550403d
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8513757f
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a2a2d
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85087bab
     0.05%  frankenredis  [unknown]         [k] 0xffffffff84f2515e
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8519f51f
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8519f4cf
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85eeb89a
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85160dc3
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85712c20
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0fbab01
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85196611
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a2278
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85f0db2a
     0.05%  frankenredis  frankenredis      [.] <fr_runtime::ClientSession as core::clone::Clone>::clone
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86220555
     0.05%  frankenredis  [unknown]         [k] 0xffffffff854afecd
     0.05%  frankenredis  frankenredis      [.] core::ptr::drop_glue::<fr_runtime::ClientSession>
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0fbe4d2
     0.05%  frankenredis  [unknown]         [k] 0xffffffff854afec9
     0.05%  frankenredis  frankenredis      [.] <std::sync::mpmc::waker::SyncWaker>::notify
     0.05%  frankenredis  [unknown]         [k] 0xffffffff855004c5
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8623a3c7
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85124d4c
     0.05%  frankenredis  [unknown]         [k] 0xffffffff850730da
     0.05%  frankenredis  [unknown]         [k] 0xffffffff854afe5d
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85eefc89
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85124c34
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85124d22
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a2ab6
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a0530
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8544ea64
     0.05%  frankenredis  [vdso]            [.] 0x000000000000096c
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85f0c7de
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8623a44b
     0.05%  frankenredis  [unknown]         [k] 0xffffffff850799f5
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85104b3a
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85453d17
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8519e4f2
     0.05%  frankenredis  libc.so.6         [.] __syscall_cancel
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85ef7ce6
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8623a3d7
     0.05%  frankenredis  frankenredis      [.] <fr_runtime::Runtime>::pubsub_clients_with_pending
     0.05%  frankenredis  [unknown]         [k] 0xffffffff854aff07
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86022319
     0.05%  frankenredis  [unknown]         [k] 0xffffffff853ec8ef
     0.05%  frankenredis  [unknown]         [k] 0xffffffff854afed7
     0.05%  frankenredis  [unknown]         [k] 0xffffffff84f23441
     0.05%  frankenredis  [unknown]         [k] 0xffffffff862206af
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8513cf28
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a057d
     0.05%  frankenredis  libc.so.6         [.] __syscall_cancel_arch_start
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8519f515
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8513cf42
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8519f42d
     0.05%  frankenredis  frankenredis      [.] <fr_runtime::Runtime>::replica_sync_target
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8546fb9b
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8519f458
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85f0c7b5
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8519f733
     0.05%  frankenredis  frankenredis      [.] <hashbrown::map::HashMap<mio::token::Token, (), std::hash::random::RandomState>>::insert
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a2b5e
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8602253a
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85f2f0c2
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a056a
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8602233d
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8548f9b9
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86027209
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8519fd06
     0.05%  frankenredis  frankenredis      [.] mi_theap_umalloc
     0.05%  frankenredis  [vdso]            [.] 0x0000000000000988
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85500e5c
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a2932
     0.05%  frankenredis  [unknown]         [k] 0xffffffff84f2336e
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85eeb856
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8602234c
     0.05%  frankenredis  [unknown]         [k] 0xffffffff856a212e
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8519e405
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86220511
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8603b847
     0.05%  frankenredis  frankenredis      [.] fr_store::estimate_entry_memory_usage_bytes
     0.05%  frankenredis  frankenredis      [.] <alloc::collections::btree::map::IntoIter<alloc::vec::Vec<u8>, alloc::collections::btree::set_val::SetValZST>>::dying_next
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85500bca
     0.05%  frankenredis  [unknown]         [k] 0xffffffff855004c9
     0.05%  frankenredis  [unknown]         [k] 0xffffffff860317f7
     0.05%  frankenredis  frankenredis      [.] <fr_runtime::ServerState>::propagate_expired_key_deletions
     0.05%  frankenredis  [unknown]         [k] 0xffffffff854fe332
     0.05%  frankenredis  [unknown]         [k] 0xffffffff84f23444
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85eefcc2
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86025f9b
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8623a420
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851965fc
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8623a6a7
     0.05%  frankenredis  [unknown]         [k] 0xffffffff84f234cf
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86232e70
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85500bce
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86036d9c
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85078e13
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85f2e02b
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85ef7d80
     0.05%  frankenredis  [unknown]         [k] 0xffffffff862252e9
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85124c42
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86232e82
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8519f426
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0ffd12e
     0.05%  frankenredis  [unknown]         [k] 0xffffffff855005ed
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85451dd6
     0.05%  frankenredis  frankenredis      [.] mi_malloc_aligned
     0.05%  frankenredis  frankenredis      [.] <fr_runtime::Runtime>::record_client_session
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85500e48
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86220595
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86220705
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0fdbeb8
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff850a7929
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85ef6dee
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86232e8c
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85124afc
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff851360e9
     0.05%  frankenredis  [unknown]         [k] 0xffffffff84f8c386
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8603d661
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8507b51e
     0.05%  frankenredis  [unknown]         [k] 0xffffffff850723b0
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85f1f3c9
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8531386c
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff84c000c4
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85835fd1
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85f2f081
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0fe8dd5
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0f9251c
     0.05%  frankenredis  [unknown]         [k] 0xffffffff854aff03
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a0563
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85eec316
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85ef6e5d
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8546fc1f
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a2a96
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85f0b73d
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85124af8
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85f27149
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8513aeea
     0.05%  frankenredis  [unknown]         [k] 0xffffffff84fef615
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff854ffa96
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff851a0563
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff84c01192
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff850a7187
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0ffd775
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff851a0563
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86027517
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85071fa4
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8502107a
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff851a2b6f
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8623a4b6
     0.05%  frankenredis  [unknown]         [k] 0xffffffff84f23675
     0.05%  frankenredis  frankenredis      [.] <alloc::collections::btree::map::BTreeMap<u64, alloc::collections::btree::set_val::SetValZST>>::remove::<u64>
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85f2e260
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0fb91e3
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8600a80a
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff850cd880
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8623a35d
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86011c1d
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85eef8dd
     0.05%  frankenredis  [unknown]         [k] 0xffffffff84f8c36e
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8603c944
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0f92663
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86023283
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff850b6b96
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff850c03b3
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8602fac7
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff84f2570e
     0.05%  frankenredis  [unknown]         [k] 0xffffffff860274d0
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8515ffcd
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8548f9c5
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff860118d3
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85104b40
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86220708
     0.05%  frankenredis  [unknown]         [k] 0xffffffff84f25588
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0fde437
     0.05%  frankenredis  [unknown]         [k] 0xffffffff854fe527
     0.05%  fr-writer-1   frankenredis      [.] <mio::sys::unix::waker::Waker>::wake
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85080f7f
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0f92247
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8622fb80
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85071f8a
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8602b11c
     0.05%  frankenredis  [vdso]            [.] 0x0000000000000976
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff850835da
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85087e79
     0.05%  frankenredis  [vdso]            [.] 0x0000000000000969
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff84f233a4
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8602fcb5
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8507b57a
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8602306c
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8519f3fe
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a2af8
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86044d80
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff860248f3
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85104b43
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85ffba18
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85ef2da1
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0fd472b
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0fea715
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85f2b96f
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8603caa0
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc08177af
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8572a644
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85f276ae
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8515c8a4
     0.05%  frankenredis  [vdso]            [.] 0x00000000000009fc
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0816115
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85087e70
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0f9206a
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff850814b8
     0.05%  frankenredis  [unknown]         [k] 0xffffffff84f8c388
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff850792bd
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86011305
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85f02560
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86022eef
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85162900
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff853f11e2
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8519f4f7
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86209865
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8602359e
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85f2a4e0
