% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ------------------
 51.63    2.087376          39     53350      4832 futex
 16.23    0.655991          34     18750           sendto
  9.11    0.368342           9     37652           epoll_ctl
  8.36    0.337879          18     18755           write
  6.84    0.276415          14     18800           recvfrom
  5.76    0.232712          13     16959         1 epoll_wait
  1.00    0.040581          23      1702           read
  0.64    0.025759          15      1698           openat
  0.31    0.012406           6      1800           close
  0.03    0.001363          13       100        50 shutdown
  0.02    0.000622           6       101           setsockopt
  0.02    0.000618          12        51         1 accept4
  0.01    0.000313          11        28           mmap
  0.01    0.000300           6        50           fcntl
  0.01    0.000272           5        50           ioctl
  0.01    0.000228          10        21           madvise
  0.00    0.000202          20        10           mprotect
  0.00    0.000153          76         2           clone3
  0.00    0.000136          22         6           sigaltstack
  0.00    0.000124          31         4           munmap
  0.00    0.000105          11         9           rt_sigprocmask
  0.00    0.000091          30         3           set_robust_list
  0.00    0.000078          15         5           prctl
  0.00    0.000057          19         3           gettid
  0.00    0.000052          17         3           sched_getaffinity
  0.00    0.000052          10         5           getrandom
  0.00    0.000043          14         3           rseq
  0.00    0.000042          21         2           lseek
  0.00    0.000038           6         6           rt_sigaction
  0.00    0.000037          37         1           listen
  0.00    0.000035          35         1           bind
  0.00    0.000031          15         2           open
  0.00    0.000029          14         2         2 access
  0.00    0.000024           6         4           getpid
  0.00    0.000020          20         1           socket
  0.00    0.000012           2         5           fstat
  0.00    0.000012           6         2           pread64
  0.00    0.000012           6         2           prlimit64
  0.00    0.000010          10         1           sysinfo
  0.00    0.000009           9         1           eventfd2
  0.00    0.000009           9         1           epoll_create1
  0.00    0.000007           2         3           brk
  0.00    0.000004           4         1           arch_prctl
  0.00    0.000004           4         1           set_tid_address
  0.00    0.000003           3         1           poll
  0.00    0.000000           0         1           execve
------ ----------- ----------- --------- --------- ------------------
100.00    4.042608          23    169958      4886 total
