# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 2K of event 'cycles:P'
# Event count (approx.): 15783509527
#
# Overhead  Command       Shared Object     Symbol                                                                                                                                                                                                  
# ........  ............  ................  ........................................................................................................................................................................................................
#
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8506f941
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8600a17d
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff850a7132
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8602b6cb
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8513cf42
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85f028e7
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8506c795
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff850b6b90
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85f2ad1a
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff850b8f25
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff851a2b20
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85f2b975
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85153771
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8600dd5f
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85500e35
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff860424f2
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff862251d0
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffffc0817722
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8603ac12
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8508e9a5
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff850815bd
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff851a28e7
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85f2df70
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff84f2335d
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8519f5cb
     0.06%  fr-writer-0   libc.so.6         [.] __syscall_cancel_arch_start
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8508a2fd
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8548f9be
     0.06%  frankenredis  frankenredis      [.] <std::sync::mpmc::waker::SyncWaker>::notify
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff851a299e
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8510cc3d
     0.06%  frankenredis  [vdso]            [.] 0x000000000000094d
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff84f23366
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff86023686
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff86020381
     0.06%  frankenredis  [unknown]         [k] 0xffffffff851a2ac5
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff860733b6
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff851a2a3c
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8603a986
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff853f1306
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffffc0fdb758
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85087120
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff86047111
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8513ceeb
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff86034b0f
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff860114b7
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffffc0855226
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffffc0fd73e0
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff86023c23
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff850cd883
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8547fa3f
     0.06%  frankenredis  [unknown]         [k] 0xffffffff860223d2
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff86011493
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffffc0fd7446
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8602f7fb
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff850c9ac8
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85124146
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8602eb0b
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85f2b285
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8623a3cf
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8546fdaf
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff86023d7b
     0.06%  frankenredis  [unknown]         [k] 0xffffffff851a2a2d
     0.06%  frankenredis  [unknown]         [k] 0xffffffff854febbb
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8550081d
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85021ac8
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff854b1bac
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff851a298b
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffffc0fb2129
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85300f96
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff86010ce6
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff84c01583
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffffc0816f6c
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff86023681
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffffc0fe0321
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85eff418
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85f2bc31
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85104b40
     0.06%  frankenredis  [unknown]         [k] 0xffffffff86027636
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85500e51
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8620a0fb
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8602609a
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff86039ff6
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85073071
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffffc0fd6c30
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85079290
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85f2753b
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8623b8a0
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85021b1a
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85f03f83
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff86011279
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85137493
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85efbbd5
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff851a2b6f
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85124c15
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8604cdf6
     0.06%  frankenredis  [unknown]         [k] 0xffffffff851965db
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff853e9b8c
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8502175b
     0.06%  frankenredis  [vdso]            [.] 0x0000000000000969
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8620c884
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff850732fd
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff860542c1
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff850cd8b5
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8602f4a7
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffffc0fddc98
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8602f2a5
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85eef90b
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff86034747
     0.06%  frankenredis  [unknown]         [k] 0xffffffff850c03b5
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffffc0fd74ed
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8518012f
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85717a55
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff851373e7
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff860110d7
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff853f12cc
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8601149b
     0.06%  frankenredis  frankenredis      [.] mi_theap_umalloc
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86039fde
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0fdb419
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0fd6dfe
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8603ac4d
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8571c0a9
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85ef6e2e
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8510f1f2
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff850bfdc8
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85ef1dbd
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86220511
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a298b
     0.05%  frankenredis  frankenredis      [.] <alloc::collections::btree::map::IntoIter<alloc::vec::Vec<u8>, alloc::collections::btree::set_val::SetValZST>>::dying_next
     0.05%  frankenredis  [unknown]         [k] 0xffffffff860222e6
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff851374f0
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8602720c
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8623a43c
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff850c9e67
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8550075a
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86010a00
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8600a279
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86001821
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0fd3f49
     0.05%  frankenredis  [unknown]         [k] 0xffffffff84f233a2
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85f2ef60
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8508f702
     0.05%  frankenredis  [vdso]            [.] 0x000000000000093f
     0.05%  frankenredis  [unknown]         [k] 0xffffffff854fe4fa
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85480b65
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85eff199
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8602607c
     0.05%  frankenredis  [unknown]         [k] 0xffffffff860274d0
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85196611
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8547fa98
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8519f426
     0.05%  frankenredis  [unknown]         [k] 0xffffffff854afebc
     0.05%  frankenredis  [unknown]         [k] 0xffffffff854fe33d
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85eefd16
     0.05%  frankenredis  [unknown]         [k] 0xffffffff860317e8
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8510f1dd
     0.05%  frankenredis  [unknown]         [k] 0xffffffff860222e9
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a0584
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85ef7cff
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86024ae6
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85ef4079
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8623a3b0
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8507e72a
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8513cf21
     0.05%  frankenredis  [unknown]         [k] 0xffffffff84c000e7
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85eef931
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85500778
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8572a63d
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85088605
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85124c1e
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85f270bc
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8603d478
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0f9271c
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85712c20
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8623a6aa
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a220b
     0.05%  frankenredis  [unknown]         [k] 0xffffffff854afec0
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86239c58
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85500bfb
     0.05%  frankenredis  [unknown]         [k] 0xffffffff858416a2
     0.05%  fr-writer-0   frankenredis      [.] <mio::sys::unix::waker::Waker>::wake
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8603c843
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8548f9be
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8546fe41
     0.05%  fr-writer-1   frankenredis      [.] <mio::sys::unix::waker::Waker>::wake
     0.05%  frankenredis  [vdso]            [.] 0x0000000000000988
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8623a3e0
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85196613
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86027627
     0.05%  frankenredis  [unknown]         [k] 0xffffffff860222e0
     0.05%  frankenredis  [unknown]         [k] 0xffffffff84f23444
     0.05%  frankenredis  [unknown]         [k] 0xffffffff858416a7
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8546fc2b
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8602e995
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85eefdf4
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86001824
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85eeb89a
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0fdd344
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85eec308
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a0502
     0.05%  frankenredis  [vdso]            [.] 0x000000000000097a
     0.05%  frankenredis  [unknown]         [k] 0xffffffff854aff23
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85ef6e38
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0f9241a
     0.05%  frankenredis  [unknown]         [k] 0xffffffff854b7db6
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85712c26
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85eeb849
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8548f9b6
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85480b87
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86025c9c
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a2b24
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86232e70
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851965ed
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8519f3fe
     0.05%  frankenredis  [unknown]         [k] 0xffffffff854aff1b
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86027297
     0.05%  frankenredis  [unknown]         [k] 0xffffffff853ec7dc
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8571786e
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8507e731
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85453c64
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8572925f
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85500816
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a04ff
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86025aae
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85eec275
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8513aeb9
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86022329
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85452451
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85124ae7
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85f0cd6d
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8548f9b6
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85eec26d
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a2930
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86025fa6
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85835fd3
     0.05%  frankenredis  [unknown]         [k] 0xffffffff860274aa
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85124d1e
     0.05%  frankenredis  [unknown]         [k] 0xffffffff84c0012b
     0.05%  frankenredis  [unknown]         [k] 0xffffffff860223c0
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff853f1332
     0.05%  frankenredis  [unknown]         [k] 0xffffffff84c001c4
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8507e5df
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff853ec7d6
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8622055a
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85eeb856
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a28c0
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85eeb89b
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc08175a6
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86220708
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8546fb9e
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a2b6f
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85f0db28
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8510f1d0
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a2279
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86025845
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8519f8e0
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8602eb19
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a055a
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff853bf202
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8623a345
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8604ab85
     0.05%  frankenredis  [unknown]         [k] 0xffffffff853ec907
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85500bce
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff860110d6
     0.05%  frankenredis  frankenredis      [.] <fr_runtime::ServerState>::propagate_expired_key_deletions
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8550080d
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85088698
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85f05399
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a0306
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85f2acbb
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8602cf6d
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a0013
     0.05%  frankenredis  [unknown]         [k] 0xffffffff854aff27
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85452435
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8519f8f5
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85ef6df6
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86010f31
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff850bfde0
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85196618
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85087f01
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86220705
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85124074
     0.05%  frankenredis  [unknown]         [k] 0xffffffff854b7d80
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85bc6d0b
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85717a6f
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8510f1e4
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85314730
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff84c00161
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8604ce69
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8600a266
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8620adac
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0817387
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8603f93a
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85efeee5
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8547f9eb
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8603cdb6
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff860239c5
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8602f9b7
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85080f89
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8519f592
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85088a11
     0.05%  frankenredis  [unknown]         [k] 0xffffffff854523ea
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85071f6c
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8546fc25
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0f92136
     0.05%  frankenredis  frankenredis      [.] core::ptr::drop_glue::<fr_runtime::ClientSession>
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8602f45d
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86220705
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86027206
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8519f346
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85717873
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86022d05
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85ef4076
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85500755
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a298a
     0.05%  frankenredis  [unknown]         [k] 0xffffffff862252ea
     0.05%  frankenredis  libc.so.6         [.] clock_gettime@@GLIBC_2.17
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8602b54c
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8513761b
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0fee748
     0.05%  frankenredis  [unknown]         [k] 0xffffffff84f2335d
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85ef7d7c
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0f92486
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8603f92a
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0f9223f
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff853e9ba3
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0f925c1
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8550077c
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8602f203
     0.05%  frankenredis  frankenredis      [.] mi_realloc_aligned
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8603ad9d
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0fd6e0b
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8603d10a
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8602cc65
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8604caf5
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8513d050
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff862251d0
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86054484
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0816dbb
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85eff1ac
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff860411b9
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85f2f08c
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86023cda
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc13da1e8
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8604ab93
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8623b891
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0fd7787
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86009a7e
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8604ced4
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8508f122
     0.05%  frankenredis  [unknown]         [k] 0xffffffff860222e5
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86025d08
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8602f7d0
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85124d3c
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8604cad9
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85456da0
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85021af2
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff851a0567
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8621b2b7
     0.05%  fr-writer-0   frankenredis      [.] <std::sync::mpmc::waker::SyncWaker>::notify
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8602ef36
     0.05%  fr-writer-1   libc.so.6         [.] __syscall_cancel
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85f2b679
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0fd7229
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85eff22b
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff853bf1f5
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86024908
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86017d54
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8600a176
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0fb0815
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85f05382
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8603d4ef
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8602eb19
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8623a340
     0.05%  fr-writer-1   frankenredis      [.] <std::sync::mpmc::array::Channel<frankenredis::WriterJob>>::recv::{closure#1}
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8583c145
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86046fb5
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8604ce72
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc08175a6
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff84f2339e
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc13da470
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff851a2b56
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85712ad5
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff84c00002
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85f2b70f
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8507c663
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85712170
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff854b7d80
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85ef6e5d
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85eef9e9
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0fbd276
