# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 5K of event 'cycles:P'
# Event count (approx.): 16406672694
#
# Overhead  Command       Shared Object     Symbol                                                                                                                          IPC   [IPC Coverage]
# ........  ............  ................  ..............................................................................................................................  ....................
#
     4.66%  frankenredis  [vdso]            [.] 0x0000000000000983                                                                                                          -      -            
            |          
            |--0.80%--<fr_store::Store>::drop_if_expired
            |          
            |--0.57%--__memcmp_avx2_movbe
            |          
             --0.51%--0x7980a6fa9986
                       clock_gettime@@GLIBC_2.17
                       <std::sys::pal::unix::time::Timespec>::now
                       <fr_runtime::Runtime>::execute_plain_get_borrowed_into_with_default_read_gate

     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff853f14e7                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85124af8                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff851a220b                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8603d10a                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff851965f2                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85eefaba                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff86001805                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8547fa8b                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff851965de                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff850884f5                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8569f879                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff850b685d                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85f05382                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8603f8ea                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8604caf5                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8584169c                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8603c89a                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0fdb400                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85eff22b                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8603f67f                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8604ce72                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0817606                                                                                                          -      -            
     0.05%  frankenredis  [vdso]            [.] 0x0000000000000976                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff855005f1                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc08551a0                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff860d1d15                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0feabb0                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8507e72a                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85f2e2da                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff862206af                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8604ac92                                                                                                          -      -            
     0.05%  frankenredis  frankenredis      [.] <fr_runtime::ClientSession as core::default::Default>::default                                                              -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8602f2a5                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85eeb849                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0fd74ed                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a04ff                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff84c00005                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8506c87b                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85f0c7b5                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8548f9b9                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8550060d                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff860222e9                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85453d1b                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a2a40                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8623120a                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff855004c6                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a04c5                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85081441                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85124af4                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff855005fb                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a2a2b                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86054214                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff84f23444                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85ef4062                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8604ce72                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff860114e2                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff855004f7                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff851965fc                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85459910                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86022340                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86034678                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff854fe33d                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0f92138                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85eeb845                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0f928be                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0fdcfa3                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0f920fb                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8519f3fe                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8519f426                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85196614                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8623a880                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff84c001c4                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86022386                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff850b6871                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a2b56                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86034cb2                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8603fc86                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8623b890                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0fb0815                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff860248fb                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85072d18                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff855006bf                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8603b859                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86022536                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a0013                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8572925f                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85eec258                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86036f82                                                                                                          -      -            
     0.05%  frankenredis  [vdso]            [.] 0x0000000000000958                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8600a176                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff84c0014d                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8623a3c0                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff853f14e7                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8550050b                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85456d90                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85ef6df6                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8517f717                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff84f234c3                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff860224d8                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8502180c                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8506f941                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85d073cd                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85500780                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8623a3e0                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0fde516                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8519f8bf                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8572a5be                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85ffba24                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85f2adf8                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8508ea10                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8623a340                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85ef4026                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86220511                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85ef6ae0                                                                                                          -      -            
     0.05%  fr-writer-0   frankenredis      [.] <std::sync::mpmc::waker::SyncWaker>::notify                                                                                 -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8623a4cd                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8602f79a                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0feabb6                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff854afed1                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8600a2a1                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0feabb6                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0fed266                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0fd6e3a                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0fddc98                                                                                                          -      -            
     0.05%  fr-writer-1   libc.so.6         [.] __syscall_cancel_arch_end                                                                                                   -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff860344a4                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8622fb70                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff854ffa95                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85eefc60                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc08175a0                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff860114da                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff851a2b6f                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8546fe44                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85f2f049                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8519f3fe                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8600e13c                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85f05399                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0f923ed                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff84c0012b                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff853f1400                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8604cf4d                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8508755c                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85f2f058                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85f2a60d                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff850210af                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85729265                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8513cf0b                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85196613                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85104b40                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86022cc9                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff862252e9                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8600a886                                                                                                          -      -            
     0.04%  frankenredis  [unknown]         [k] 0xffffffff85eeb89b                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8515fe40                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff860d1d15                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff84f88cf0                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffffc13da476                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff850c03ab                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff850b2be0                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8547fa94                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8507160a                                                                                                          -      -            
     0.04%  frankenredis  [unknown]         [k] 0xffffffff85124d44                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffffc0fddc8b                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8508129a                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff850bc635                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8623b891                                                                                                          -      -            
     0.04%  frankenredis  [unknown]         [k] 0xffffffff851a2ab6                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff85f2b4c9                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff850b6851                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff854ffa99                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8519fa8b                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffffc0f92026                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff85712ad5                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff85717a6f                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff850b8f20                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffffc081765b                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff850bfdc4                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffffc0f92247                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff851a2a2d                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8600a2a1                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffffc0feabb0                                                                                                          -      -            
     0.04%  frankenredis  frankenredis      [.] <fr_runtime::Runtime>::record_client_session                                                                                -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8603f80a                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff85729265                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff854b1ba9                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8602f203                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8507e4cb                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffffc0f92052                                                                                                          -      -            
     0.04%  frankenredis  [unknown]         [k] 0xffffffff851a0563                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff860415cf                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff850902a2                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff84fef6b9                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff854ffa90                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8507e72e                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff86036b87                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8507b56f                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff851a28e7                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8602b0c5                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8603abb5                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8519f426                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff86003098                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff86023cdd                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff853e9ba1                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff850815bd                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff85503f66                                                                                                          -      -            
     0.04%  frankenredis  [unknown]         [k] 0xffffffff85eefdf9                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff85ef6e5d                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8547f249                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff85ef2da9                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff86034778                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff86040239                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff85090416                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff86011dd6                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8602f832                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff85f2b5ea                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8603d39a                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff850cd876                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8602f79a                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff85f2b67c                                                                                                          -      -            
     0.04%  fr-writer-1   libc.so.6         [.] __send                                                                                                                      -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8510f1d0                                                                                                          -      -            
     0.04%  frankenredis  [vdso]            [.] 0x000000000000093b                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff854ffcaa                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8519f3fe                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff850aac7b                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff853ec2a1                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff86073396                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff851965fa                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff86023269                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff85ef4076                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8602f06e                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8601149b                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff850b6b9b                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff86239c3b                                                                                                          -      -            
