% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ------------------
 42.52    0.155300           8     18750           sendto
 26.81    0.097949          11      8496         1 epoll_wait
 19.26    0.070336           3     18801           recvfrom
  4.92    0.017964          21       842           read
  3.38    0.012356          14       838           openat
  1.55    0.005645           5       942           close
  0.27    0.000995           9       102        51 shutdown
  0.16    0.000592           5       104           epoll_ctl
  0.16    0.000577          10        53         2 accept4
  0.15    0.000560           5       103           setsockopt
  0.12    0.000424          15        28           mmap
  0.09    0.000334         334         1           execve
  0.08    0.000281          31         9           madvise
  0.07    0.000248           4        51           ioctl
  0.07    0.000238           4        51           fcntl
  0.05    0.000195          19        10           mprotect
  0.05    0.000171          34         5           write
  0.04    0.000134          67         2           clone3
  0.03    0.000101          11         9           rt_sigprocmask
  0.02    0.000091          22         4           munmap
  0.02    0.000068          34         2         2 access
  0.02    0.000066          11         6           sigaltstack
  0.02    0.000066          22         3           rseq
  0.02    0.000055          55         1           bind
  0.01    0.000054          18         3           sched_getaffinity
  0.01    0.000053          53         1           socket
  0.01    0.000051          10         5           prctl
  0.01    0.000045          15         3           set_robust_list
  0.01    0.000042           8         5           fstat
  0.01    0.000042          21         2           lseek
  0.01    0.000038           7         5           getrandom
  0.01    0.000036          12         3           gettid
  0.01    0.000029          14         2           open
  0.01    0.000028          28         1           listen
  0.01    0.000024           4         6           rt_sigaction
  0.01    0.000024           6         4           getpid
  0.00    0.000017           5         3           brk
  0.00    0.000010          10         1           sysinfo
  0.00    0.000008           4         2           pread64
  0.00    0.000008           8         1           epoll_create1
  0.00    0.000008           4         2           prlimit64
  0.00    0.000007           7         1           eventfd2
  0.00    0.000006           6         1           poll
  0.00    0.000003           3         1           arch_prctl
  0.00    0.000003           3         1           set_tid_address
------ ----------- ----------- --------- --------- ------------------
100.00    0.365282           7     49266        56 total
