# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 2K of event 'cycles:P'
# Event count (approx.): 15228250647
#
# Overhead  Command       Shared Object     Symbol                                                                                                                          IPC   [IPC Coverage]
# ........  ............  ................  ..............................................................................................................................  ....................
#
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85f2f084                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8602f4af                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffffc0fde415                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff851a2278                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8623b8a0                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff854ffa96                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8502107a                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85ef4072                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85503f65                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8602b261                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff86239b8e                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85eefdf5                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8569f879                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff854ffa95                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85124ac5                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8507307c                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffffc081615f                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8602f2af                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85ef6ae6                                                                                                          -      -            
     0.06%  frankenredis  libc.so.6         [.] __syscall_cancel                                                                                                            -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff855005e4                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8602044d                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff850b22e5                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff860344a4                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85eef90b                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffffc0fddc92                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85f2b285                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff86046ee4                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8603f6c9                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8604ce72                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8623a426                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85729265                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffffc0fd7209                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8572a5a5                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffffc0fde40b                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8602f1b0                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8603d39a                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff86225217                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85ef3fb8                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85ef4077                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85326435                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85087589                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85080fb1                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8510f1ec                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85071f34                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff860274fb                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff86017d57                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff84c00112                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff853f1347                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8603fca5                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffffc0fba606                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8530d2e0                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8513757f                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8603d634                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85f2a680                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85f02a11                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8506db90                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85124afc                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff84f88cfa                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff860017f9                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffffc081760c                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85f2b96f                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8623b890                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff856a2086                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff853bf1f5                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8515adce                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8571c0eb                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff86073230                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85088087                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85f028a7                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff850cd89b                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffffc0fd7209                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85452369                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85300fbd                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8507b554                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff851a2235                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85500bf6                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8603a6d1                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8572a617                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8507e653                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff851a2a2b                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff850cd897                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff86009f06                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85eefcca                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffffc081782b                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8600e157                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8519f4b7                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffffc08551a5                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85071fc6                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8507ffd9                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8603d0ff                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff86027506                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8603c80d                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8603d66c                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff850790f5                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff86209a53                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff850c9ac8                                                                                                          -      -            
     0.06%  fr-writer-0   libc.so.6         [.] __syscall_cancel_arch_end                                                                                                   -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff850210af                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8571c0a6                                                                                                          -      -            
     0.06%  frankenredis  [vdso]            [.] 0x0000000000000937                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85124d26                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff86027511                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff855006bf                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff857121de                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff84c001c4                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8620a0c0                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8600a219                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8602b0c6                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff851965d6                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85090222                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffffc0feabe1                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8515fe40                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8519f3f9                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8548f9b9                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8547f9eb                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff850a9519                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff860411c6                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85090229                                                                                                          -      -            
     0.06%  frankenredis  frankenredis      [.] <fr_runtime::ClientSession as core::default::Default>::default                                                              -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85f0c7db                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8530a972                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff850b2cae                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8519f569                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85eeb849                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff84fef592                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8604ced4                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8547f1e5                                                                                                          -      -            
     0.06%  frankenredis  frankenredis      [.] mi_malloc_aligned                                                                                                           -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff862311ff                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8603a6d1                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff851375dc                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffffc0fd771f                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff84f8c36e                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffffc0816f6c                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8622058e                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8604cea5                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff850c9ac8                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff86020444                                                                                                          -      -            
     0.06%  frankenredis  frankenredis      [.] core::ptr::drop_glue::<fr_runtime::ClientSession>                                                                           -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85500e6a                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85ef6ae6                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8519e3f5                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85eff10a                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8546fc81                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85124c42                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff853ec7f1                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff86220544                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8508f7d2                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff851a220b                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8519660e                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8546fd78                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85712c31                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff854fe527                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff851a2b1b                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85eefcb4                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff86022333                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85835fd1                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8519f7a1                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff84c00126                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff86024b24                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85500751                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff86022536                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff84c0015f                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff851a2abd                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff84fef682                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff84fef58b                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85124bd0                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8546fc25                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85ef7d7c                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85f0cd06                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85f0cbc8                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff855004c0                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff86024b23                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff860317d5                                                                                                          -      -            
     0.06%  frankenredis  libc.so.6         [.] __libc_recv                                                                                                                 -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85f0cc84                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85eeb840                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85453ca4                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff851a2b20                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff86232e82                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff860274f8                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85eeb89a                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff851a2ad4                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff853bf224                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff862206af                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8602253a                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8510f1e6                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85500780                                                                                                          -      -            
     0.06%  frankenredis  frankenredis      [.] <fr_runtime::ClientSession>::refresh_authentication_for_server                                                              -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff851a0598                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85196611                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff84f23461                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff854afed5                                                                                                          -      -            
     0.06%  frankenredis  [vdso]            [.] 0x0000000000000956                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85196610                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff84f23440                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85124af8                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8623a4b0                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85eefc89                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8550060d                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85f0cbc1                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85196609                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff86071a4e                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85f0cd57                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85124af4                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff851249d9                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff850a77d0                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff86225225                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85124a33                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85eec275                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff850868f9                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff84c001c4                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffffc0fd6c36                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8583c266                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff84f8c376                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8548f9b6                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85500bd2                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff86025ab3                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85eeb860                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffffc0fd7446                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8515cff0                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8600a7e6                                                                                                          -      -            
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8603d563                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85712c8e                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff86232e76                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff851537a1                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff86011274                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff860317f7                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff84f2558a                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff854aff2e                                                                                                          -      -            
     0.06%  frankenredis  [vdso]            [.] 0x0000000000000997                                                                                                          -      -            
     0.06%  frankenredis  [unknown]         [k] 0xffffffff854fe33d                                                                                                          -      -            
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff86017d16                                                                                                          -      -            
