# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 2K of event 'cycles:P'
# Event count (approx.): 15228250647
#
# Overhead  Command       Shared Object     Symbol                                                                                                                          IPC   [IPC Coverage]
# ........  ............  ................  ..............................................................................................................................  ....................
#
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8620c884                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8508aeee                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8507dede                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff853e9b95                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85712ad9                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8603d4f7                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85f2df4b                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff862252e9                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8623a6a7                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86034180                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff851375dc                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86023fdc                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85f27134                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc08551d9                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8603cd7f                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8506c77a                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff860248c5                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85838ec8                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8623a4f6                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8623b8a6                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85083649                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff860341b5                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8602b0d9                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85729265                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8508890e                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8600a158                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff851a2b5e                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8507fe7d                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86239b8f                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85456a1b                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0fd73d5                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0fee6e5                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff860542d3                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0f92192                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8600e19a                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85162a0b                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86017b16                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff854ffa99                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8604c568                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85f9f6a7                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86011b2a                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8531294d                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8602f4d5                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86023dcb                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8603d0a5                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8602f718                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8604cf4d                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8602b6f5                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0feadd0                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8603d3c3                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85f2f096                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85eff1ac                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85f02a0c                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8508a448                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8515fe46                                                                                                          -      -            
     0.05%  fr-writer-1   frankenredis      [.] <std::sync::mpmc::array::Channel<frankenredis::WriterJob>>::recv::{closure#1}                                               -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85071fb7                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8519f569                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8602f2a5                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85089a45                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff851a2a40                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8513cf28                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff860030af                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86009515                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85124af8                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85131a67                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8602f87a                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85838e41                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0fddc8b                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff860118cf                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8519f46a                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc081601c                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86239c48                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85f03ef8                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86229b40                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85071fb4                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86002ff6                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85137767                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85717875                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff84fdedcb                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8604cf59                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8515ff60                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff851a2b18                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85717a58                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff860d1d16                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8623b893                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8600a176                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8622fb70                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85081488                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85f270b6                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85087573                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86011dd8                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0816032                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8519f426                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86001802                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0f92244                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86023601                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86045e0f                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85f2e2b5                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8507a958                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85ef4079                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8507ea83                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff851965df                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff853ec2a1                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff850bfdc4                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85131a40                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85f606e9                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86011493                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85eefa8f                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86036d35                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0817381                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0f9249d                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85712ad6                                                                                                          -      -            
     0.05%  fr-writer-0   libc.so.6         [.] __syscall_cancel_arch_start                                                                                                 -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8512413d                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85ffba63                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8603f7bc                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff850216c4                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85160cad                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8507b51e                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86009b2e                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8510f1f0                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85137760                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0fde292                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85087f01                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8508e832                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8602eb0b                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff84c00002                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8603d478                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffffc0feb02b                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff85124a2a                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8547fad9                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8571c0a6                                                                                                          -      -            
     0.04%  fr-writer-0   libc.so.6         [.] __send                                                                                                                      -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff85eff15a                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff850b8f29                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff85f2f096                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff86035e4f                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff85ffb9fb                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffffc0fdd266                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8507e5d7                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff850ab52d                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff851a2229                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffffc0816f6c                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8604156c                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffffc0ffd776                                                                                                          -      -            
     0.04%  frankenredis  [unknown]         [k] 0xffffffff851a2206                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8623a4c8                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8508890e                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff85ef4076                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff85f2e2e9                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffffc0f923de                                                                                                          -      -            
     0.04%  fr-writer-1   frankenredis      [.] <std::sync::mpmc::waker::SyncWaker>::notify                                                                                 -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff85503fcb                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff850a70bc                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff862252e9                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8623b8c0                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8623a4b6                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8507916b                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8602f2a5                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8623b890                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8602044d                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8506cb18                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8508e765                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff851965e6                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff854ffa99                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffffc0816c70                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff86034185                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff850a7835                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffffc0f925bc                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff86045e6d                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff85300d96                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffffc0816dae                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff85ef4072                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff86239c25                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff86011dd5                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8600a78e                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff85d073d3                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8602f2ac                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff850a7941                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff85083568                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff860367e6                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8507b59d                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff84f8c9d1                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8546fd9a                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff85f2df7c                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff850791da                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8546fb9e                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff862251d0                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8623a67f                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8508a3b2                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff85f2ef19                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8623a433                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8508e880                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8515a7e7                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8623a6a5                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8519f409                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8600a2f0                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8622f156                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffffc0fd725b                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff86011938                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff85136dd0                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff85069c08                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff850c9b98                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff853ee975                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff86023fdc                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8602f440                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8519f57f                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff850b8f25                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff850a7128                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff86022b96                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff85f2ef60                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff85712ad6                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffffc0fdc0d2                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff851965f2                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff85f2e971                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff86054214                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff84c001ba                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8508e928                                                                                                          -      -            
     0.04%  frankenredis  [unknown]         [k] 0xffffffff8508129a                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffffc0fe8dd5                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff85196609                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff85104b2d                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff86024545                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff860d1d15                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff854b1b6a                                                                                                          -      -            
     0.03%  fr-writer-0   [unknown]         [k] 0xffffffff8603ac06                                                                                                          -      -            
     0.03%  fr-writer-0   [unknown]         [k] 0xffffffff8603acbc                                                                                                          -      -            
     0.03%  fr-writer-0   [unknown]         [k] 0xffffffff8530a974                                                                                                          -      -            
     0.03%  fr-writer-1   [unknown]         [k] 0xffffffff860239fb                                                                                                          -      -            
     0.03%  fr-writer-0   [unknown]         [k] 0xffffffff8508a9ce                                                                                                          -      -            
     0.03%  fr-writer-0   [unknown]         [k] 0xffffffff853ec34e                                                                                                          -      -            
     0.03%  fr-writer-0   [unknown]         [k] 0xffffffff85f2e019                                                                                                          -      -            
     0.03%  fr-writer-1   [unknown]         [k] 0xffffffffc0fd766f                                                                                                          -      -            
