# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 2K of event 'cycles:P'
# Event count (approx.): 16834608495
#
# Overhead  Command       Shared Object     Symbol                                                                                                                            
# ........  ............  ................  ..................................................................................................................................
#
     4.63%  frankenredis  frankenredis      [.] fr_store::canonical_string_value_from_slice
            |          
            |--0.79%--<fr_store::Store>::drop_if_expired
            |          
             --0.71%--0x71646f5b5986
                       clock_gettime@@GLIBC_2.17
                       <std::sys::pal::unix::time::Timespec>::now
                       <fr_runtime::Runtime>::execute_plain_set_borrowed

     0.06%  fr-writer-0   [unknown]         [k] 0xffffffffc0f92244
     0.06%  frankenredis  [unknown]         [k] 0xffffffff86024ae5
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8603ad95
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff850b6800
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff86048cb9
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffffc0feae1f
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8506c86c
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff853f14e7
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff84f8c9d1
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85160ea8
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff860118c3
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff850cd883
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8603f684
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85f2f150
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85eef90b
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85f05382
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85fb02ef
     0.06%  frankenredis  [unknown]         [k] 0xffffffff86024b23
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8602fd46
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8530d33d
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85f2acc4
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff850b683e
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85079ada
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85eeb896
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8507dede
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff86206a9a
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8623a3c0
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff851a299b
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85f0cb72
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8603ac8a
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8602f47d
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffffc0fddcc1
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffffc0fdbec0
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8623b888
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8507cf77
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85ffba24
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff850b6851
     0.06%  fr-writer-0   frankenredis      [.] <std::sync::mpmc::waker::SyncWaker>::notify
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffffc0fd7247
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8600da55
     0.06%  frankenredis  [vdso]            [.] 0x0000000000000a0a
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff86023707
     0.06%  frankenredis  frankenredis      [.] <fr_runtime::ClientSession as core::default::Default>::default
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff851a21f9
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffffc0fd71f9
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8602eb99
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85eec316
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff86023dcb
     0.06%  frankenredis  frankenredis      [.] core::ptr::drop_glue::<fr_protocol::RespFrame>
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85ef6e63
     0.06%  frankenredis  [unknown]         [k] 0xffffffff8519f49c
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff851a2279
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff8506dbad
     0.06%  frankenredis  [unknown]         [k] 0xffffffff851a0540
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff85eff407
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8620ac72
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff84fc6526
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8507ec13
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff85d073b0
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8603c843
     0.06%  fr-writer-1   [unknown]         [k] 0xffffffff8604c38e
     0.06%  fr-writer-0   [unknown]         [k] 0xffffffff86039200
     0.06%  fr-writer-1   libc.so.6         [.] __syscall_cancel
     0.06%  frankenredis  [unknown]         [k] 0xffffffff85841681
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a2b20
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff84f2570d
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85ef6dd5
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85124a33
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8603b829
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85717a56
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff862252e9
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8506e881
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8623a42d
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0fed2c8
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a04f0
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8603d10a
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85087f76
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0fddc8b
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86229b48
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8602eb0b
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0fdcfa3
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff853ec2a1
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0ffd785
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0fdd15f
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8602cf65
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0f925b7
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85f0cb62
     0.05%  frankenredis  [unknown]         [k] 0xffffffff860222e0
     0.05%  frankenredis  [unknown]         [k] 0xffffffff850b6b92
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85eefcc7
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86009f06
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff860118cf
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff854afec9
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85eefb24
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85835f4e
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff851a2b56
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86027206
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8603c880
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85f2aded
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85090915
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff851a222e
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff860112d6
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85eec275
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff850cd87b
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8507b594
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86239c58
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8604cea5
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85160ea5
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85ef3fbc
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8602effd
     0.05%  frankenredis  [unknown]         [k] 0xffffffff860317fb
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85f27134
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86022e15
     0.05%  frankenredis  [vdso]            [.] 0x0000000000000969
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a2abd
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85079602
     0.05%  frankenredis  frankenredis      [.] _mi_page_malloc_zero
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8508e766
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8507194d
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff850c03a6
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff851965fc
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a2a23
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8603473c
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85453d1b
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8600a176
     0.05%  frankenredis  [unknown]         [k] 0xffffffff860317f7
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8603cd8c
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0fb9182
     0.05%  frankenredis  [unknown]         [k] 0xffffffff860259d9
     0.05%  frankenredis  [unknown]         [k] 0xffffffff84f23350
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85ffba13
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8515ffca
     0.05%  frankenredis  [unknown]         [k] 0xffffffff860274f8
     0.05%  fr-writer-0   frankenredis      [.] <std::sync::mpmc::waker::SyncWaker>::register
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85712b03
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0f92385
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85fb0279
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff860114df
     0.05%  frankenredis  frankenredis      [.] <fr_runtime::Runtime>::pubsub_clients_with_pending
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85f0db00
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8600dce2
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8508e824
     0.05%  frankenredis  [unknown]         [k] 0xffffffff854aff1b
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff853ec8fd
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8602f1be
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff851a21f6
     0.05%  frankenredis  [unknown]         [k] 0xffffffff862311ff
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8623a565
     0.05%  frankenredis  [unknown]         [k] 0xffffffff854fe516
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85080f21
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff84f8ca76
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8548f9c2
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff84f234b9
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85ef17c8
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff850cd87a
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86220569
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0fd3f49
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85124d26
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86011aef
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8605488c
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0f92134
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a2b6f
     0.05%  frankenredis  frankenredis      [.] mi_theap_umalloc
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86010b7d
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8546fe42
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86220541
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff854ffce2
     0.05%  frankenredis  [unknown]         [k] 0xffffffff850875bf
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85453d17
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8546fc43
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0f92551
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85459910
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85f2b225
     0.05%  frankenredis  [unknown]         [k] 0xffffffff84f25708
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85071699
     0.05%  frankenredis  libc.so.6         [.] clock_gettime@@GLIBC_2.17
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8623a3dd
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff860119cb
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86024b2c
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85104b25
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8519e516
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff850b6871
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86220708
     0.05%  frankenredis  [unknown]         [k] 0xffffffff855006bf
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8546fda6
     0.05%  frankenredis  [unknown]         [k] 0xffffffff854fe325
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a2278
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86220551
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85712c89
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85480b99
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86022333
     0.05%  frankenredis  frankenredis      [.] <fr_runtime::ClientSession as core::clone::Clone>::clone
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86022536
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86039fff
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8519f4b7
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8513aeea
     0.05%  frankenredis  [unknown]         [k] 0xffffffff850c03b3
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8513cf7b
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85500816
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85503fc7
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8519f515
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff853f1304
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8622fb70
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8546fbbd
     0.05%  frankenredis  [unknown]         [k] 0xffffffff84f2335d
     0.05%  frankenredis  [unknown]         [k] 0xffffffff854fe335
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8602253a
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86027495
     0.05%  frankenredis  [unknown]         [k] 0xffffffff855006f9
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a297f
     0.05%  frankenredis  [unknown]         [k] 0xffffffff84f2336e
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8584169c
     0.05%  frankenredis  [unknown]         [k] 0xffffffff854afed7
     0.05%  frankenredis  [unknown]         [k] 0xffffffff850a7a0f
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a2b4d
     0.05%  frankenredis  [unknown]         [k] 0xffffffff853ec7dc
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86025abc
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85729265
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85841698
     0.05%  frankenredis  [unknown]         [k] 0xffffffff854fe345
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86025bf9
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8623b8a6
     0.05%  frankenredis  [unknown]         [k] 0xffffffff860222e5
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8519f569
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85500755
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85104b2d
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85500e4b
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8602253d
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851965fc
     0.05%  frankenredis  [unknown]         [k] 0xffffffff854afec9
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85124d3c
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85500bbe
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85f0db39
     0.05%  frankenredis  [unknown]         [k] 0xffffffff854b7d85
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a2a1e
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86220511
     0.05%  frankenredis  [vdso]            [.] 0x0000000000000930
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85500751
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8545238b
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85835f87
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8546fc25
     0.05%  frankenredis  [unknown]         [k] 0xffffffff854b7d80
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85ef6b03
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8621f910
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85712c26
     0.05%  frankenredis  [unknown]         [k] 0xffffffff84fef5dd
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85500bd2
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86024b1b
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85500780
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85456e49
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a2abb
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85459911
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85124d40
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff850874d2
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86010cb1
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86036e19
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff84c0012b
     0.05%  frankenredis  frankenredis      [.] frankenredis::handle_readable
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85f2cb7d
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0fb088c
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86023a24
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8603abbb
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86232e8a
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85500e6a
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0fd6e3a
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8569b699
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff84f24d90
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8519e3f9
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8623a4c3
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85137761
     0.05%  frankenredis  [unknown]         [k] 0xffffffff854feb65
     0.05%  frankenredis  [vdso]            [.] 0x00000000000009f9
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a2273
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8602239d
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86026022
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0ffd794
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff84f88cf0
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85124d1e
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0fb2120
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0fee6e6
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85196609
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8507ea7b
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff853267bb
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86225209
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85021724
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8519f2ce
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85480b6c
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8603acbc
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8572a644
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff860110d6
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff850a791e
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a2a2b
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85503fa7
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8583c209
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8547fa8f
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85f0db27
     0.05%  frankenredis  [unknown]         [k] 0xffffffff860222e6
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0fdc17f
     0.05%  frankenredis  [vdso]            [.] 0x00000000000009bf
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86027297
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86011422
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85080f21
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85efbbd0
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86011916
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8510f1f2
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85453d0e
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8602cd66
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8603a6d1
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86035e4f
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0f92443
     0.05%  frankenredis  [vdso]            [.] 0x000000000000094d
     0.05%  fr-writer-0   libc.so.6         [.] __syscall_cancel_arch_end
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8602f203
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff860235ee
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff84f23440
     0.05%  frankenredis  [unknown]         [k] 0xffffffff862205c2
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85835faa
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85eff157
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85073030
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0fddd8d
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86011493
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8508e92f
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8603f6bb
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff862252e1
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff850222ce
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8601190f
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85f9f5b0
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc08175a0
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8603f6bb
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85ef3fa0
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff860415ca
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86023fd5
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86023c23
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0fddd1c
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86010d28
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86027285
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8603d661
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8519f458
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8603d580
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85453d1b
     0.05%  frankenredis  frankenredis      [.] mi_realloc_aligned
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8623a546
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8602ef35
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8572a644
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8545987f
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86036f24
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85eff3d7
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8513cf3c
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff853f1538
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff851a2a2b
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff860543d7
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8602f685
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85f606e9
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86036e6d
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0feabb6
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc08551a6
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0816ca0
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff860248fb
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86239b8e
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff862252ea
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8623a880
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0fea756
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85091598
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86023595
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8623a4d0
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85729265
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8602f1fc
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8602f79a
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8603683e
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8603f91a
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86011d69
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86039195
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8603cccc
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8513cff9
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8602f1ca
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86046fea
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8603a3f5
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8603d223
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff851a2948
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85f0289e
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8602cd73
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8603c944
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc081611a
     0.05%  fr-writer-0   frankenredis      [.] _mi_malloc_generic
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff854ffb5c
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff850a78ca
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8546fb9b
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8623a42d
     0.05%  frankenredis  [vdso]            [.] 0x0000000000000931
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86220705
